order_id,order_date,customer_id,product_id,category,region,quantity,unit_price,discount,revenue
ORD-002629,2026-02-06,CUST-0407,CLO-008,Clothing,South,5,470.66,146.77,2206.53
ORD-002630,2026-02-06,CUST-0086,MOB-004,Mobile Accessories,East,2,192.69,12.25,373.13
ORD-002631,2026-02-06,CUST-0306,HOME-009,Home Appliances,West,1,456.02,59.49,396.53
ORD-002632,2026-02-07,CUST-0194,ELEC-009,Electronics,South,4,306.54,124.67,1101.49
ORD-002633,2026-02-07,CUST-0056,CLO-005,Clothing,South,5,104.65,2.82,520.43
ORD-002634,2026-02-07,CUST-0268,ELEC-003,Electronics,South,1,370.02,7.58,362.44
ORD-002635,2026-02-07,CUST-0424,SPT-005,Sports,West,7,151.25,19.97,1038.78
ORD-002636,2026-02-07,CUST-0091,ELEC-020,Electronics,North,3,156.25,22.19,446.56
ORD-002637,2026-02-07,CUST-0450,SPT-001,Sports,North,4,203.51,6.37,807.67
ORD-002638,2026-02-07,CUST-0048,SPT-009,Sports,North,4,51.16,21.89,182.75
ORD-002639,2026-02-07,CUST-0462,SPT-002,Sports,South,6,146.6,76.42,803.18
ORD-002640,2026-02-07,CUST-0460,SPT-010,Sports,North,5,493.64,106.41,2361.79
ORD-002641,2026-02-07,CUST-0190,CLO-011,Clothing,West,3,462.11,138.67,1247.66
ORD-002642,2026-02-07,CUST-0118,ELEC-006,Electronics,West,1,90.66,1.52,89.14
ORD-002643,2026-02-07,CUST-0180,SPT-002,Sports,West,2,146.6,23.92,269.28
ORD-002644,2026-02-07,CUST-0069,ELEC-013,Electronics,West,7,418.73,367.33,2563.78
ORD-002645,2026-02-07,CUST-0393,MOB-013,Mobile Accessories,West,6,46.55,10.13,269.17
ORD-002646,2026-02-07,CUST-0146,MOB-010,Mobile Accessories,North,6,37.53,11.39,213.79
ORD-002647,2026-02-07,CUST-0132,SPT-010,Sports,West,6,493.64,315.16,2646.68
ORD-002648,2026-02-07,CUST-0364,MOB-005,Mobile Accessories,North,6,236.19,87.93,1329.21
ORD-002649,2026-02-07,CUST-0267,ELEC-001,Electronics,North,1,196.65,21.72,174.93
ORD-002650,2026-02-07,CUST-0336,ELEC-001,Electronics,West,6,196.65,93.97,1085.93
ORD-002651,2026-02-07,CUST-0210,MOB-007,Mobile Accessories,East,6,111.84,26.84,644.2
ORD-002652,2026-02-07,CUST-0080,CLO-002,Clothing,North,5,166.18,57.84,773.06
ORD-002653,2026-02-07,CUST-0134,CLO-010,Clothing,East,4,304.98,7.62,1212.3
ORD-002654,2026-02-07,CUST-0290,SPT-009,Sports,West,2,51.16,10.4,91.92
ORD-002655,2026-02-07,CUST-0349,CLO-002,Clothing,East,4,166.18,45.36,619.36
ORD-002656,2026-02-07,CUST-0212,CLO-006,Clothing,South,7,485.25,111.99,3284.76
ORD-002657,2026-02-07,CUST-0190,SPT-002,Sports,South,4,146.6,85.85,500.55
ORD-002658,2026-02-07,CUST-0158,SPT-002,Sports,East,3,146.6,37.96,401.84
ORD-002659,2026-02-07,CUST-0377,HOME-010,Home Appliances,West,2,140.51,32.46,248.56
ORD-002660,2026-02-07,CUST-0383,ELEC-018,Electronics,North,6,269.51,89.2,1527.86
ORD-002661,2026-02-07,CUST-0401,MOB-010,Mobile Accessories,West,5,37.53,7.48,180.17
ORD-002662,2026-02-07,CUST-0110,MOB-001,Mobile Accessories,North,5,311.75,79.92,1478.83
ORD-002663,2026-02-07,CUST-0403,SPT-006,Sports,West,7,278.21,151.31,1796.16
ORD-002664,2026-02-07,CUST-0083,HOME-009,Home Appliances,North,4,456.02,175.62,1648.46
ORD-002665,2026-02-07,CUST-0412,CLO-005,Clothing,North,4,104.65,0.08,418.52
ORD-002666,2026-02-07,CUST-0242,ELEC-012,Electronics,South,3,485.41,144.82,1311.41
ORD-002667,2026-02-08,CUST-0033,CLO-011,Clothing,North,7,462.11,426.63,2808.14
ORD-002668,2026-02-08,CUST-0190,MOB-014,Mobile Accessories,South,3,475.21,5.05,1420.58
ORD-002669,2026-02-08,CUST-0371,ELEC-011,Electronics,North,3,24.98,9.33,65.61
ORD-002670,2026-02-08,CUST-0315,CLO-005,Clothing,West,7,104.65,85.75,646.8
ORD-002671,2026-02-08,CUST-0365,SPT-007,Sports,East,5,83.35,24.88,391.87
ORD-002672,2026-02-08,CUST-0328,ELEC-008,Electronics,South,4,435.1,234.81,1505.59
ORD-002673,2026-02-08,CUST-0006,SPT-004,Sports,West,5,188.03,32.19,907.96
ORD-002674,2026-02-08,CUST-0100,MOB-006,Mobile Accessories,East,2,395.81,71.64,719.98
ORD-002675,2026-02-08,CUST-0315,ELEC-005,Electronics,South,5,90.67,50.83,402.52
ORD-002676,2026-02-08,CUST-0185,MOB-002,Mobile Accessories,North,7,82.65,58.29,520.26
ORD-002677,2026-02-08,CUST-0500,MOB-011,Mobile Accessories,North,4,309.66,177.95,1060.69
ORD-002678,2026-02-08,CUST-0142,MOB-001,Mobile Accessories,North,1,311.75,11.18,300.57
ORD-002679,2026-02-08,CUST-0343,CLO-007,Clothing,East,4,390.94,127.72,1436.04
ORD-002680,2026-02-08,CUST-0301,CLO-006,Clothing,West,7,485.25,285.99,3110.76
ORD-002681,2026-02-08,CUST-0378,MOB-006,Mobile Accessories,North,6,395.81,130.27,2244.59
ORD-002682,2026-02-08,CUST-0282,ELEC-009,Electronics,North,3,306.54,100.1,819.52
ORD-002683,2026-02-08,CUST-0178,HOME-002,Home Appliances,East,7,162.74,24.06,1115.12
ORD-002684,2026-02-08,CUST-0311,HOME-001,Home Appliances,South,2,407.07,103.46,710.68
ORD-002685,2026-02-08,CUST-0477,MOB-005,Mobile Accessories,West,3,236.19,61.46,647.11
ORD-002686,2026-02-08,CUST-0134,CLO-007,Clothing,North,3,390.94,172.7,1000.12
ORD-002687,2026-02-08,CUST-0260,MOB-003,Mobile Accessories,West,4,156.69,36.49,590.27
ORD-002688,2026-02-08,CUST-0258,ELEC-014,Electronics,North,4,117.98,45.5,426.42
ORD-002689,2026-02-08,CUST-0485,HOME-003,Home Appliances,East,1,62.37,3.23,59.14
ORD-002690,2026-02-08,CUST-0449,ELEC-015,Electronics,East,4,103.19,20.89,391.87
ORD-002691,2026-02-08,CUST-0356,SPT-009,Sports,East,6,51.16,21.64,285.32
ORD-002692,2026-02-08,CUST-0289,CLO-012,Clothing,West,7,57.92,3.69,401.75
ORD-002693,2026-02-08,CUST-0388,SPT-002,Sports,South,6,146.6,8.21,871.39
ORD-002694,2026-02-08,CUST-0349,HOME-009,Home Appliances,West,1,456.02,63.66,392.36
ORD-002695,2026-02-08,CUST-0247,CLO-014,Clothing,North,4,36.94,13.98,133.78
ORD-002696,2026-02-08,CUST-0035,ELEC-015,Electronics,East,3,103.19,2.07,307.5
ORD-002697,2026-02-08,CUST-0347,CLO-004,Clothing,South,1,280.15,40.25,239.9
ORD-002698,2026-02-08,CUST-0212,MOB-010,Mobile Accessories,East,3,37.53,12.85,99.74
ORD-002699,2026-02-08,CUST-0359,CLO-001,Clothing,North,5,336.32,239.39,1442.21
ORD-002700,2026-02-08,CUST-0148,MOB-014,Mobile Accessories,South,6,475.21,32.61,2818.65
ORD-002701,2026-02-08,CUST-0345,ELEC-012,Electronics,West,6,485.41,405.7,2506.76
ORD-002702,2026-02-08,CUST-0284,HOME-009,Home Appliances,North,6,456.02,188.65,2547.47
ORD-002703,2026-02-08,CUST-0161,MOB-003,Mobile Accessories,West,2,156.69,8.48,304.9
ORD-002704,2026-02-08,CUST-0458,CLO-001,Clothing,South,7,336.32,15.5,2338.74
ORD-002705,2026-02-08,CUST-0485,MOB-015,Mobile Accessories,South,6,483.33,375.82,2524.16
ORD-002706,2026-02-08,CUST-0378,MOB-005,Mobile Accessories,West,4,236.19,127.21,817.55
ORD-002707,2026-02-08,CUST-0377,MOB-006,Mobile Accessories,South,4,395.81,200.35,1382.89
ORD-002708,2026-02-08,CUST-0106,MOB-011,Mobile Accessories,East,3,309.66,110.52,818.46
ORD-002709,2026-02-08,CUST-0428,MOB-010,Mobile Accessories,South,3,37.53,6.62,105.97
ORD-002710,2026-02-08,CUST-0080,MOB-012,Mobile Accessories,East,4,97.7,56.31,334.49
ORD-002711,2026-02-08,CUST-0472,ELEC-014,Electronics,North,4,117.98,67.35,404.57
ORD-002712,2026-02-08,CUST-0315,ELEC-011,Electronics,West,3,24.98,11.03,63.91
ORD-002713,2026-02-08,CUST-0435,ELEC-001,Electronics,North,1,196.65,6.46,190.19
ORD-002714,2026-02-09,CUST-0318,SPT-002,Sports,East,1,146.6,20.22,126.38
ORD-002715,2026-02-09,CUST-0460,HOME-006,Home Appliances,West,7,74.19,5.69,513.64
ORD-002716,2026-02-09,CUST-0094,HOME-001,Home Appliances,West,6,407.07,4.77,2437.65
ORD-002717,2026-02-09,CUST-0204,SPT-006,Sports,East,6,278.21,47.6,1621.66
ORD-002718,2026-02-09,CUST-0028,MOB-009,Mobile Accessories,South,3,302.32,99.6,807.36
ORD-002719,2026-02-09,CUST-0245,SPT-008,Sports,West,5,404.07,285.99,1734.36
ORD-002720,2026-02-09,CUST-0258,SPT-010,Sports,North,3,493.64,87.79,1393.13
ORD-002721,2026-02-09,CUST-0441,HOME-010,Home Appliances,West,2,140.51,40.76,240.26
ORD-002722,2026-02-09,CUST-0500,MOB-003,Mobile Accessories,West,5,156.69,100.39,683.06
ORD-002723,2026-02-09,CUST-0162,ELEC-016,Electronics,West,6,103.95,67.2,556.5
ORD-002724,2026-02-09,CUST-0346,ELEC-002,Electronics,North,7,476.1,116.0,3216.7
ORD-002725,2026-02-09,CUST-0298,MOB-007,Mobile Accessories,West,3,111.84,33.55,301.97
ORD-002726,2026-02-09,CUST-0186,ELEC-013,Electronics,East,3,418.73,180.92,1075.27
ORD-002727,2026-02-09,CUST-0281,MOB-014,Mobile Accessories,South,2,475.21,110.01,840.41
ORD-002728,2026-02-09,CUST-0138,MOB-014,Mobile Accessories,South,6,475.21,257.92,2593.34
ORD-002729,2026-02-09,CUST-0188,SPT-001,Sports,East,5,203.51,1.38,1016.17
ORD-002730,2026-02-09,CUST-0218,MOB-004,Mobile Accessories,West,5,192.69,54.48,908.97
ORD-002731,2026-02-09,CUST-0359,MOB-007,Mobile Accessories,West,4,111.84,15.35,432.01
ORD-002732,2026-02-09,CUST-0438,CLO-003,Clothing,East,3,267.23,5.54,796.15
ORD-002733,2026-02-09,CUST-0231,CLO-007,Clothing,East,2,390.94,37.73,744.15
ORD-002734,2026-02-09,CUST-0295,MOB-004,Mobile Accessories,South,2,192.69,29.75,355.63
ORD-002735,2026-02-09,CUST-0370,MOB-010,Mobile Accessories,North,3,37.53,4.29,108.3
ORD-002736,2026-02-09,CUST-0285,MOB-015,Mobile Accessories,South,3,483.33,6.34,1443.65
ORD-002737,2026-02-09,CUST-0101,CLO-011,Clothing,West,3,462.11,186.04,1200.29
ORD-002738,2026-02-09,CUST-0243,ELEC-019,Electronics,South,5,224.49,19.95,1102.5
ORD-002739,2026-02-09,CUST-0216,ELEC-002,Electronics,South,1,476.1,10.98,465.12
ORD-002740,2026-02-09,CUST-0458,SPT-004,Sports,South,7,188.03,181.54,1134.67
ORD-002741,2026-02-09,CUST-0403,SPT-007,Sports,East,3,83.35,18.55,231.5
ORD-002742,2026-02-09,CUST-0129,SPT-003,Sports,East,1,416.94,47.59,369.35
ORD-002743,2026-02-09,CUST-0051,ELEC-007,Electronics,West,1,43.17,4.11,39.06
ORD-002744,2026-02-09,CUST-0111,MOB-001,Mobile Accessories,North,4,311.75,141.09,1105.91
ORD-002745,2026-02-09,CUST-0430,MOB-013,Mobile Accessories,West,3,46.55,1.21,138.44
ORD-002746,2026-02-09,CUST-0382,ELEC-013,Electronics,West,7,418.73,253.74,2677.37
ORD-002747,2026-02-09,CUST-0185,HOME-008,Home Appliances,East,6,31.68,17.74,172.34
ORD-002748,2026-02-09,CUST-0177,CLO-002,Clothing,East,5,166.18,31.28,799.62
ORD-002749,2026-02-09,CUST-0063,ELEC-003,Electronics,West,4,370.02,127.4,1352.68
ORD-002750,2026-02-09,CUST-0296,HOME-010,Home Appliances,South,2,140.51,27.68,253.34
ORD-002751,2026-02-09,CUST-0400,SPT-009,Sports,South,2,51.16,13.85,88.47
ORD-002752,2026-02-09,CUST-0167,HOME-002,Home Appliances,East,2,162.74,44.83,280.65
ORD-002753,2026-02-10,CUST-0397,SPT-006,Sports,West,7,278.21,147.8,1799.67
ORD-002754,2026-02-10,CUST-0196,CLO-013,Clothing,North,3,110.05,37.23,292.92
ORD-002755,2026-02-10,CUST-0324,HOME-002,Home Appliances,West,5,162.74,4.4,809.3
ORD-002756,2026-02-10,CUST-0328,ELEC-019,Electronics,South,1,224.49,4.99,219.5
ORD-002757,2026-02-10,CUST-0324,HOME-009,Home Appliances,West,5,456.02,76.92,2203.18
ORD-002758,2026-02-10,CUST-0041,CLO-007,Clothing,North,4,390.94,136.43,1427.33
ORD-002759,2026-02-10,CUST-0117,MOB-001,Mobile Accessories,East,3,311.75,79.03,856.22
ORD-002760,2026-02-10,CUST-0335,HOME-006,Home Appliances,East,5,74.19,28.75,342.2
ORD-002761,2026-02-10,CUST-0310,HOME-003,Home Appliances,East,2,62.37,15.71,109.03
ORD-002762,2026-02-10,CUST-0455,CLO-006,Clothing,East,5,485.25,128.49,2297.76
ORD-002763,2026-02-10,CUST-0383,CLO-012,Clothing,East,7,57.92,54.96,350.48
ORD-002764,2026-02-10,CUST-0212,SPT-007,Sports,West,2,83.35,22.32,144.38
ORD-002765,2026-02-10,CUST-0438,MOB-002,Mobile Accessories,South,5,82.65,47.3,365.95
ORD-002766,2026-02-10,CUST-0373,ELEC-003,Electronics,South,7,370.02,185.07,2405.07
ORD-002767,2026-02-10,CUST-0482,MOB-011,Mobile Accessories,East,7,309.66,177.04,1990.58
ORD-002768,2026-02-10,CUST-0086,ELEC-011,Electronics,South,5,24.98,11.07,113.83
ORD-002769,2026-02-10,CUST-0049,CLO-006,Clothing,North,1,485.25,21.52,463.73
ORD-002770,2026-02-10,CUST-0281,ELEC-009,Electronics,West,7,306.54,10.56,2135.22
ORD-002771,2026-02-10,CUST-0395,ELEC-007,Electronics,North,6,43.17,2.76,256.26
ORD-002772,2026-02-10,CUST-0054,CLO-006,Clothing,North,4,485.25,85.96,1855.04
ORD-002773,2026-02-10,CUST-0044,MOB-014,Mobile Accessories,South,3,475.21,108.4,1317.23
ORD-002774,2026-02-10,CUST-0118,CLO-005,Clothing,East,3,104.65,4.48,309.47
ORD-002775,2026-02-10,CUST-0227,MOB-012,Mobile Accessories,East,3,97.7,36.75,256.35
ORD-002776,2026-02-10,CUST-0270,ELEC-017,Electronics,South,5,162.56,88.61,724.19
ORD-002777,2026-02-10,CUST-0018,MOB-002,Mobile Accessories,North,5,82.65,47.8,365.45
ORD-002778,2026-02-10,CUST-0443,CLO-001,Clothing,East,2,336.32,83.22,589.42
ORD-002779,2026-02-10,CUST-0500,SPT-001,Sports,West,2,203.51,53.48,353.54
ORD-002780,2026-02-10,CUST-0281,SPT-010,Sports,East,7,493.64,23.53,3431.95
ORD-002781,2026-02-10,CUST-0497,CLO-012,Clothing,South,4,57.92,14.78,216.9
ORD-002782,2026-02-10,CUST-0303,SPT-010,Sports,South,5,493.64,145.06,2323.14
ORD-002783,2026-02-10,CUST-0269,CLO-014,Clothing,West,5,36.94,21.21,163.49
ORD-002784,2026-02-10,CUST-0466,SPT-009,Sports,East,1,51.16,4.53,46.63
ORD-002785,2026-02-10,CUST-0277,HOME-010,Home Appliances,West,4,140.51,44.05,517.99
ORD-002786,2026-02-10,CUST-0227,MOB-010,Mobile Accessories,North,5,37.53,20.35,167.3
ORD-002787,2026-02-10,CUST-0212,HOME-005,Home Appliances,East,7,228.47,48.84,1550.45
ORD-002788,2026-02-10,CUST-0156,MOB-014,Mobile Accessories,South,5,475.21,108.33,2267.72
ORD-002789,2026-02-10,CUST-0268,ELEC-002,Electronics,North,3,476.1,189.12,1239.18
ORD-002790,2026-02-10,CUST-0147,ELEC-018,Electronics,East,6,269.51,176.91,1440.15
ORD-002791,2026-02-10,CUST-0353,SPT-001,Sports,North,4,203.51,37.86,776.18
ORD-002792,2026-02-10,CUST-0154,SPT-003,Sports,West,3,416.94,124.4,1126.42
ORD-002793,2026-02-10,CUST-0409,ELEC-002,Electronics,West,7,476.1,207.93,3124.77
ORD-002794,2026-02-10,CUST-0408,HOME-003,Home Appliances,South,5,62.37,19.77,292.08
ORD-002795,2026-02-10,CUST-0097,ELEC-001,Electronics,East,2,196.65,52.86,340.44
ORD-002796,2026-02-10,CUST-0203,CLO-008,Clothing,West,5,470.66,251.55,2101.75
ORD-002797,2026-02-10,CUST-0367,MOB-012,Mobile Accessories,South,3,97.7,11.93,281.17
ORD-002798,2026-02-10,CUST-0113,CLO-005,Clothing,West,1,104.65,5.82,98.83
ORD-002799,2026-02-10,CUST-0217,MOB-014,Mobile Accessories,North,3,475.21,213.75,1211.88
ORD-002800,2026-02-10,CUST-0146,MOB-011,Mobile Accessories,East,4,309.66,182.98,1055.66
ORD-002801,2026-02-10,CUST-0212,SPT-009,Sports,East,6,51.16,18.1,288.86
ORD-002802,2026-02-10,CUST-0094,MOB-005,Mobile Accessories,North,5,236.19,26.5,1154.45
ORD-002803,2026-02-10,CUST-0057,ELEC-018,Electronics,East,3,269.51,50.27,758.26
ORD-002804,2026-02-10,CUST-0140,CLO-014,Clothing,West,2,36.94,7.86,66.02
ORD-002805,2026-02-10,CUST-0165,SPT-003,Sports,South,3,416.94,50.47,1200.35
ORD-002806,2026-02-10,CUST-0026,ELEC-003,Electronics,South,6,370.02,194.41,2025.71
ORD-002807,2026-02-11,CUST-0096,SPT-009,Sports,North,2,51.16,7.4,94.92
ORD-002808,2026-02-11,CUST-0138,ELEC-014,Electronics,East,1,117.98,10.65,107.33
ORD-002809,2026-02-11,CUST-0373,ELEC-017,Electronics,West,4,162.56,61.66,588.58
ORD-002810,2026-02-11,CUST-0047,ELEC-002,Electronics,South,3,476.1,162.61,1265.69
ORD-002811,2026-02-11,CUST-0253,ELEC-020,Electronics,North,6,156.25,109.79,827.71
ORD-002812,2026-02-11,CUST-0216,MOB-008,Mobile Accessories,East,7,264.4,141.28,1709.52
ORD-002813,2026-02-11,CUST-0191,HOME-005,Home Appliances,West,4,228.47,133.3,780.58
ORD-002814,2026-02-11,CUST-0170,CLO-015,Clothing,North,7,172.79,150.13,1059.4
ORD-002815,2026-02-11,CUST-0029,ELEC-011,Electronics,South,7,24.98,18.74,156.12
ORD-002816,2026-02-11,CUST-0037,MOB-015,Mobile Accessories,West,3,483.33,174.76,1275.23
ORD-002817,2026-02-11,CUST-0093,SPT-010,Sports,West,7,493.64,360.02,3095.46
ORD-002818,2026-02-11,CUST-0419,MOB-005,Mobile Accessories,East,7,236.19,210.92,1442.41
ORD-002819,2026-02-11,CUST-0063,CLO-004,Clothing,North,1,280.15,11.52,268.63
ORD-002820,2026-02-11,CUST-0395,MOB-012,Mobile Accessories,West,3,97.7,2.28,290.82
ORD-002821,2026-02-11,CUST-0378,CLO-012,Clothing,South,1,57.92,3.0,54.92
ORD-002822,2026-02-11,CUST-0236,ELEC-005,Electronics,South,6,90.67,54.28,489.74
ORD-002823,2026-02-11,CUST-0243,ELEC-013,Electronics,South,5,418.73,268.99,1824.66
ORD-002824,2026-02-11,CUST-0480,CLO-005,Clothing,East,7,104.65,84.03,648.52
ORD-002825,2026-02-11,CUST-0323,HOME-007,Home Appliances,South,7,255.16,116.63,1669.49
ORD-002826,2026-02-11,CUST-0130,ELEC-006,Electronics,North,1,90.66,4.24,86.42
ORD-002827,2026-02-11,CUST-0102,SPT-002,Sports,East,2,146.6,7.17,286.03
ORD-002828,2026-02-11,CUST-0443,CLO-002,Clothing,North,4,166.18,38.32,626.4
ORD-002829,2026-02-11,CUST-0121,MOB-008,Mobile Accessories,North,3,264.4,93.06,700.14
ORD-002830,2026-02-11,CUST-0008,CLO-011,Clothing,East,3,462.11,2.37,1383.96
ORD-002831,2026-02-11,CUST-0300,MOB-002,Mobile Accessories,East,2,82.65,15.27,150.03
ORD-002832,2026-02-11,CUST-0405,ELEC-016,Electronics,West,2,103.95,13.65,194.25
ORD-002833,2026-02-11,CUST-0497,MOB-012,Mobile Accessories,North,4,97.7,32.77,358.03
ORD-002834,2026-02-11,CUST-0353,ELEC-006,Electronics,West,5,90.66,55.56,397.74
ORD-002835,2026-02-11,CUST-0395,ELEC-020,Electronics,East,1,156.25,12.52,143.73
ORD-002836,2026-02-11,CUST-0081,ELEC-012,Electronics,South,3,485.41,93.84,1362.39
ORD-002837,2026-02-11,CUST-0352,SPT-004,Sports,North,5,188.03,101.32,838.83
ORD-002838,2026-02-11,CUST-0031,HOME-009,Home Appliances,North,6,456.02,48.63,2687.49
ORD-002839,2026-02-11,CUST-0360,CLO-001,Clothing,South,6,336.32,167.3,1850.62
ORD-002840,2026-02-11,CUST-0065,SPT-009,Sports,North,4,51.16,6.96,197.68
ORD-002841,2026-02-11,CUST-0163,SPT-003,Sports,South,3,416.94,162.35,1088.47
ORD-002842,2026-02-11,CUST-0376,HOME-010,Home Appliances,West,4,140.51,57.09,504.95
ORD-002843,2026-02-11,CUST-0353,MOB-005,Mobile Accessories,North,4,236.19,41.1,903.66
ORD-002844,2026-02-11,CUST-0371,CLO-004,Clothing,East,6,280.15,169.61,1511.29
ORD-002845,2026-02-11,CUST-0461,ELEC-018,Electronics,East,5,269.51,14.33,1333.22
ORD-002846,2026-02-11,CUST-0362,ELEC-006,Electronics,West,6,90.66,50.99,492.97
ORD-002847,2026-02-11,CUST-0278,CLO-012,Clothing,East,3,57.92,22.17,151.59
ORD-002848,2026-02-11,CUST-0291,SPT-003,Sports,South,7,416.94,396.67,2521.91
ORD-002849,2026-02-11,CUST-0166,MOB-004,Mobile Accessories,East,2,192.69,14.31,371.07
ORD-002850,2026-02-11,CUST-0445,CLO-015,Clothing,East,4,172.79,19.38,671.78
ORD-002851,2026-02-11,CUST-0272,MOB-001,Mobile Accessories,North,4,311.75,53.8,1193.2
ORD-002852,2026-02-12,CUST-0152,ELEC-020,Electronics,West,5,156.25,41.36,739.89
ORD-002853,2026-02-12,CUST-0233,MOB-014,Mobile Accessories,East,1,475.21,66.65,408.56
ORD-002854,2026-02-12,CUST-0376,ELEC-001,Electronics,West,5,196.65,108.06,875.19
ORD-002855,2026-02-12,CUST-0318,MOB-004,Mobile Accessories,North,6,192.69,105.01,1051.13
ORD-002856,2026-02-12,CUST-0165,CLO-002,Clothing,South,3,166.18,26.61,471.93
ORD-002857,2026-02-12,CUST-0098,ELEC-009,Electronics,West,2,306.54,39.8,573.28
ORD-002858,2026-02-12,CUST-0393,SPT-008,Sports,West,3,404.07,123.2,1089.01
ORD-002859,2026-02-12,CUST-0166,ELEC-020,Electronics,East,3,156.25,3.98,464.77
ORD-002860,2026-02-12,CUST-0057,CLO-008,Clothing,East,7,470.66,188.51,3106.11
ORD-002861,2026-02-12,CUST-0023,ELEC-013,Electronics,North,1,418.73,40.31,378.42
ORD-002862,2026-02-12,CUST-0448,ELEC-017,Electronics,South,6,162.56,107.31,868.05
ORD-002863,2026-02-12,CUST-0055,ELEC-005,Electronics,South,7,90.67,18.94,615.75
ORD-002864,2026-02-12,CUST-0051,SPT-003,Sports,South,3,416.94,147.33,1103.49
ORD-002865,2026-02-12,CUST-0337,ELEC-005,Electronics,West,5,90.67,6.89,446.46
ORD-002866,2026-02-12,CUST-0026,SPT-003,Sports,East,5,416.94,101.71,1982.99
ORD-002867,2026-02-12,CUST-0311,CLO-002,Clothing,South,7,166.18,75.38,1087.88
ORD-002868,2026-02-12,CUST-0477,ELEC-010,Electronics,North,1,358.42,0.62,357.8
ORD-002869,2026-02-12,CUST-0476,MOB-007,Mobile Accessories,West,6,111.84,52.21,618.83
ORD-002870,2026-02-12,CUST-0411,ELEC-011,Electronics,West,1,24.98,0.39,24.59
ORD-002871,2026-02-12,CUST-0286,ELEC-008,Electronics,East,2,435.1,14.79,855.41
ORD-002872,2026-02-12,CUST-0407,CLO-009,Clothing,East,6,448.99,224.47,2469.47
ORD-002873,2026-02-12,CUST-0271,ELEC-008,Electronics,East,2,435.1,91.97,778.23
ORD-002874,2026-02-12,CUST-0428,ELEC-006,Electronics,North,1,90.66,2.78,87.88
ORD-002875,2026-02-12,CUST-0484,HOME-004,Home Appliances,North,1,346.85,20.69,326.16
ORD-002876,2026-02-12,CUST-0052,MOB-008,Mobile Accessories,North,3,264.4,72.04,721.16
ORD-002877,2026-02-12,CUST-0098,MOB-010,Mobile Accessories,West,2,37.53,5.44,69.62
ORD-002878,2026-02-12,CUST-0292,MOB-005,Mobile Accessories,South,2,236.19,20.37,452.01
ORD-002879,2026-02-12,CUST-0383,MOB-003,Mobile Accessories,West,2,156.69,32.42,280.96
ORD-002880,2026-02-12,CUST-0346,ELEC-014,Electronics,East,2,117.98,21.37,214.59
ORD-002881,2026-02-12,CUST-0453,CLO-014,Clothing,West,7,36.94,6.68,251.9
ORD-002882,2026-02-12,CUST-0406,ELEC-014,Electronics,South,7,117.98,117.86,708.0
ORD-002883,2026-02-12,CUST-0259,MOB-004,Mobile Accessories,West,3,192.69,37.32,540.75
ORD-002884,2026-02-12,CUST-0274,HOME-009,Home Appliances,South,4,456.02,163.91,1660.17
ORD-002885,2026-02-12,CUST-0463,CLO-012,Clothing,East,4,57.92,3.2,228.48
ORD-002886,2026-02-12,CUST-0433,HOME-006,Home Appliances,East,2,74.19,5.95,142.43
ORD-002887,2026-02-12,CUST-0392,CLO-003,Clothing,West,2,267.23,56.42,478.04
ORD-002888,2026-02-12,CUST-0312,CLO-011,Clothing,East,6,462.11,104.35,2668.31
ORD-002889,2026-02-12,CUST-0193,MOB-011,Mobile Accessories,South,2,309.66,41.87,577.45
ORD-002890,2026-02-12,CUST-0493,MOB-013,Mobile Accessories,East,6,46.55,13.11,266.19
ORD-002891,2026-02-12,CUST-0492,CLO-013,Clothing,West,4,110.05,16.48,423.72
ORD-002892,2026-02-12,CUST-0372,CLO-006,Clothing,North,2,485.25,126.08,844.42
ORD-002893,2026-02-12,CUST-0306,ELEC-005,Electronics,East,1,90.67,1.59,89.08
ORD-002894,2026-02-12,CUST-0456,ELEC-003,Electronics,South,1,370.02,8.59,361.43
ORD-002895,2026-02-12,CUST-0154,HOME-004,Home Appliances,North,7,346.85,77.6,2350.35
ORD-002896,2026-02-12,CUST-0439,MOB-009,Mobile Accessories,South,3,302.32,120.13,786.83
ORD-002897,2026-02-13,CUST-0396,HOME-006,Home Appliances,North,2,74.19,8.31,140.07
ORD-002898,2026-02-13,CUST-0049,HOME-001,Home Appliances,South,5,407.07,124.61,1910.74
ORD-002899,2026-02-13,CUST-0183,ELEC-005,Electronics,West,1,90.67,5.24,85.43
ORD-002900,2026-02-13,CUST-0136,ELEC-020,Electronics,South,7,156.25,41.52,1052.23
ORD-002901,2026-02-13,CUST-0120,CLO-002,Clothing,South,4,166.18,93.69,571.03
ORD-002902,2026-02-13,CUST-0048,MOB-013,Mobile Accessories,East,2,46.55,5.57,87.53
ORD-002903,2026-02-13,CUST-0376,CLO-007,Clothing,South,5,390.94,180.98,1773.72
ORD-002904,2026-02-13,CUST-0406,ELEC-010,Electronics,East,6,358.42,315.16,1835.36
ORD-002905,2026-02-13,CUST-0250,SPT-002,Sports,South,1,146.6,10.95,135.65
ORD-002906,2026-02-13,CUST-0020,ELEC-013,Electronics,East,3,418.73,81.7,1174.49
ORD-002907,2026-02-13,CUST-0400,CLO-004,Clothing,North,3,280.15,112.21,728.24
ORD-002908,2026-02-13,CUST-0179,ELEC-008,Electronics,East,5,435.1,298.44,1877.06
